Row ID,Order Date,Customer Name,Segment,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount
5539,4/13/2015,Sonia Sunley,Consumer,Nebraska,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0
5540,5/22/2017,Laurel Elliston,Consumer,Illinois,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3
5541,5/22/2017,Laurel Elliston,Consumer,Illinois,Office Supplies,Binders,Avery Durable Slant Ring Binders, No Labels,1.592,2,0.8
5542,5/22/2017,Laurel Elliston,Consumer,Illinois,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2
5543,12/19/2016,Erin Smith,Corporate,Arizona,Furniture,Tables,SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine,455.97,6,0.5
5544,12/19/2016,Erin Smith,Corporate,Arizona,Office Supplies,Binders,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear,10.44,6,0.7
5545,12/19/2016,Erin Smith,Corporate,Arizona,Office Supplies,Binders,Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl,5.214,2,0.7
5546,9/22/2017,Michael Granlund,Home Office,New Hampshire,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design, Black,67.4,5,0
5547,9/7/2017,Justin MacKendrick,Consumer,Utah,Furniture,Furnishings,DAX Copper Panel Document Frame, 5 x 7 Size,25.16,2,0
5548,9/7/2017,Justin MacKendrick,Consumer,Utah,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2
5549,11/28/2014,Sheri Gordon,Consumer,California,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0
5550,11/28/2014,Sheri Gordon,Consumer,California,Technology,Accessories,Micropad Numeric Keypads,139.93,7,0
5551,11/12/2014,Darren Budd,Corporate,Texas,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2
5552,11/12/2014,Darren Budd,Corporate,Texas,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2
5553,11/12/2014,Darren Budd,Corporate,Texas,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2
5554,11/12/2014,Darren Budd,Corporate,Texas,Office Supplies,Paper,Xerox 216,36.288,7,0.2
5555,11/12/2014,Darren Budd,Corporate,Texas,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32
5556,10/2/2017,Jane Waco,Corporate,Alabama,Furniture,Furnishings,Master Caster Door Stop, Gray,10.16,2,0
5557,12/14/2015,Keith Dawkins,Corporate,Mississippi,Furniture,Furnishings,Stackable Trays,6.16,2,0
5558,12/14/2015,Keith Dawkins,Corporate,Mississippi,Office Supplies,Art,Boston Electric Pencil Sharpener, Model 1818, Charcoal Black,56.3,2,0
5559,12/6/2015,Ivan Liston,Consumer,Nevada,Office Supplies,Paper,Xerox 20,6.48,1,0
5560,12/6/2015,Ivan Liston,Consumer,Nevada,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0
5561,12/6/2015,Ivan Liston,Consumer,Nevada,Office Supplies,Labels,Avery 483,14.94,3,0
5562,3/31/2017,Jim Epp,Corporate,Georgia,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0
5563,3/31/2017,Jim Epp,Corporate,Georgia,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,0
5564,3/31/2017,Jim Epp,Corporate,Georgia,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,0
5565,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4,0.2
5566,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Technology,Machines,HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax,209.986,2,0.3
5567,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Office Supplies,Art,Eberhard Faber 3 1/2" Golf Pencils,29.76,5,0.2
5568,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1,0.3
5569,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2
5570,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Office Supplies,Paper,Xerox 1993,15.552,3,0.2
5571,3/13/2017,Stephanie Ulpright,Home Office,Illinois,Technology,Phones,Plantronics MX500i Earset,34.36,1,0.2
5572,12/5/2014,Erin Ashbrook,Corporate,Ohio,Office Supplies,Paper,Xerox 1893,98.376,3,0.2
5573,12/5/2014,Erin Ashbrook,Corporate,Ohio,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7
5574,12/5/2014,Erin Ashbrook,Corporate,Ohio,Office Supplies,Paper,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,17.472,3,0.2
5575,12/5/2014,Erin Ashbrook,Corporate,Ohio,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.738,1,0.4
5576,12/5/2014,Erin Ashbrook,Corporate,Ohio,Technology,Phones,Panasonic KX T7736-B Digital phone,179.94,2,0.4
5577,12/12/2016,Roy Französisch,Consumer,California,Furniture,Furnishings,Howard Miller 14-1/2" Diameter Chrome Round Wall Clock,383.64,6,0
5578,12/12/2016,Roy Französisch,Consumer,California,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0
5579,9/9/2017,Liz Carlisle,Consumer,California,Office Supplies,Art,Newell 35,6.56,2,0
5580,9/9/2017,Liz Carlisle,Consumer,California,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,0.2
5581,9/9/2017,Liz Carlisle,Consumer,California,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,0
5582,10/4/2017,Paul Stevenson,Home Office,Maryland,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,1,0
5583,5/9/2016,Paul Stevenson,Home Office,New York,Office Supplies,Art,Sanford Pocket Accent Highlighters,8,5,0
5584,12/15/2014,Jas O'Carroll,Consumer,California,Furniture,Furnishings,Stackable Trays,6.16,2,0
5585,11/30/2017,Victor Preis,Home Office,New York,Office Supplies,Storage,Iris 3-Drawer Stacking Bin, Black,83.56,4,0
5586,11/30/2017,Victor Preis,Home Office,New York,Technology,Phones,Panasonic Business Telephones KX-T7736,546.06,3,0
5587,11/30/2017,Victor Preis,Home Office,New York,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0
5588,3/19/2015,Guy Armstrong,Consumer,California,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0
5589,7/19/2014,Eugene Moren,Home Office,Montana,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks, 14 7/8" x 11", Dark Blue,6.096,2,0.2
5590,12/8/2016,Doug Bickford,Consumer,California,Office Supplies,Storage,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,34.05,3,0
5591,12/8/2016,Doug Bickford,Consumer,California,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0
5592,10/13/2014,Marina Lichtenstein,Corporate,New Jersey,Furniture,Chairs,Global High-Back Leather Tilter, Burgundy,245.98,2,0
5593,10/13/2014,Marina Lichtenstein,Corporate,New Jersey,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0
5594,11/19/2017,Jennifer Halladay,Consumer,Ohio,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.913,7,0.7
5595,9/24/2017,Bart Pistole,Corporate,Massachusetts,Technology,Phones,Panasonic KX-TG9471B,391.98,2,0
5596,9/24/2017,Bart Pistole,Corporate,Massachusetts,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0
5597,9/25/2015,Sarah Brown,Consumer,New Hampshire,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,68.62,2,0
5598,2/13/2017,Stewart Visinsky,Consumer,Maryland,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,0
5599,2/13/2017,Stewart Visinsky,Consumer,Maryland,Office Supplies,Art,Barrel Sharpener,10.71,3,0
5600,10/3/2014,Denny Ordway,Consumer,Ohio,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.984,2,0.2
5601,10/3/2014,Denny Ordway,Consumer,Ohio,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,14.48,5,0.2
5602,10/3/2014,Denny Ordway,Consumer,Ohio,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,3,0.2
5603,8/27/2016,Todd Boyes,Corporate,Texas,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,0.2
5604,8/27/2016,Todd Boyes,Corporate,Texas,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,0.2
5605,12/3/2015,Bill Stewart,Corporate,New York,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6,0.2
5606,9/20/2016,Filia McAdams,Corporate,North Carolina,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2
5607,9/20/2016,Filia McAdams,Corporate,North Carolina,Furniture,Chairs,Global High-Back Leather Tilter, Burgundy,98.392,1,0.2
5608,3/25/2017,John Lee,Consumer,New York,Office Supplies,Art,Newell 311,11.05,5,0
5609,12/6/2015,Art Ferguson,Consumer,California,Office Supplies,Appliances,Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags,7.78,2,0
5610,8/31/2017,Barry Gonzalez,Consumer,Louisiana,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0
5611,10/5/2015,Maria Bertelson,Consumer,Ohio,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,53.04,3,0.2
5612,8/18/2017,Helen Wasserman,Corporate,Washington,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0
5613,8/18/2017,Helen Wasserman,Corporate,Washington,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,1496.16,9,0
5614,2/2/2016,Adrian Barton,Consumer,New York,Office Supplies,Storage,Belkin 19" Center-Weighted Shelf, Gray,117.96,2,0
5615,8/23/2016,Jennifer Patt,Corporate,New York,Office Supplies,Art,Dixon Prang Watercolor Pencils, 10-Color Set with Brush,21.3,5,0
5616,8/23/2016,Jennifer Patt,Corporate,New York,Office Supplies,Appliances,1.7 Cubic Foot Compact "Cube" Office Refrigerators,1040.8,5,0
5617,8/23/2016,Jennifer Patt,Corporate,New York,Office Supplies,Art,Newell 331,29.34,6,0
5618,6/30/2017,Darrin Van Huff,Corporate,Tennessee,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2
5619,9/18/2015,Charlotte Melton,Consumer,California,Office Supplies,Storage,Stur-D-Stor Shelving, Vertical 5-Shelf: 72"H x 36"W x 18 1/2"D,443.92,4,0
5620,9/25/2016,Steve Chapman,Corporate,Wisconsin,Technology,Accessories,Logitech Wireless Headset h800,499.95,5,0
5621,9/25/2016,Steve Chapman,Corporate,Wisconsin,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1,0
5622,9/25/2016,Steve Chapman,Corporate,Wisconsin,Furniture,Chairs,Global Fabric Manager's Chair, Dark Gray,201.96,2,0
5623,9/25/2016,Steve Chapman,Corporate,Wisconsin,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,0
5624,10/24/2016,Victoria Wilson,Corporate,California,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0
5625,10/24/2016,Victoria Wilson,Corporate,California,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),359.98,2,0
5626,9/29/2014,Paul Prost,Home Office,Washington,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0
5627,9/29/2014,Paul Prost,Home Office,Washington,Furniture,Tables,Bevis Oval Conference Table, Walnut,2348.82,9,0
5628,6/26/2017,Dan Reichenbach,Corporate,Florida,Office Supplies,Labels,Avery 512,13.872,6,0.2
5629,6/26/2017,Dan Reichenbach,Corporate,Florida,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,273.552,3,0.2
5630,8/21/2016,Rick Bensley,Home Office,Pennsylvania,Furniture,Tables,Iceberg OfficeWorks 42" Round Tables,815.292,9,0.4
5631,2/11/2014,Natalie Fritzler,Consumer,Virginia,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,3,0
5632,2/11/2014,Natalie Fritzler,Consumer,Virginia,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,6,0
5633,2/11/2014,Natalie Fritzler,Consumer,Virginia,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0
5634,9/23/2016,Clay Rozendal,Home Office,New York,Office Supplies,Binders,3-ring staple pack,10.528,7,0.2
5635,12/5/2015,Stephanie Ulpright,Home Office,Michigan,Office Supplies,Binders,Surelock Post Binders,152.8,5,0
5636,9/3/2017,Sample Company A,Home Office,California,Office Supplies,Binders,Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8",82.56,5,0.2
5637,9/3/2017,Sample Company A,Home Office,California,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3,0
5638,3/26/2017,Michelle Lonsdale,Corporate,Michigan,Furniture,Furnishings,Career Cubicle Clock, 8 1/4", Black,60.84,3,0
5639,12/21/2014,Gary McGarr,Consumer,California,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2
5640,12/21/2014,Gary McGarr,Consumer,California,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2
5641,9/23/2014,Jim Kriz,Home Office,Ohio,Office Supplies,Paper,EcoTones Memo Sheets,28.8,9,0.2
5642,4/2/2017,Alyssa Tate,Home Office,Connecticut,Office Supplies,Art,Newell 318,11.12,4,0
5643,4/1/2016,Daniel Byrd,Home Office,Georgia,Furniture,Furnishings,Regeneration Desk Collection,7.04,4,0
5644,5/15/2015,Anna Häberlin,Corporate,Georgia,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0
5645,3/23/2017,Sanjit Jacobs,Home Office,Washington,Office Supplies,Binders,Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl,34.76,5,0.2
5646,4/14/2017,Harry Marie,Corporate,New Jersey,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,0
5647,1/4/2015,Andrew Gjertsen,Corporate,Virginia,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,0
5648,11/2/2017,Joy Bell-,Consumer,Utah,Office Supplies,Paper,Xerox 220,19.44,3,0
5649,7/17/2017,Anthony Johnson,Corporate,California,Office Supplies,Paper,Xerox 221,32.4,5,0
5650,7/17/2017,Anthony Johnson,Corporate,California,Office Supplies,Envelopes,Peel & Seel Recycled Catalog Envelopes, Brown,57.9,5,0
5651,7/17/2017,Anthony Johnson,Corporate,California,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0
5652,7/17/2017,Anthony Johnson,Corporate,California,Furniture,Bookcases,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors,1194.165,5,0.15
5653,10/6/2017,Muhammed MacIntyre,Corporate,New York,Office Supplies,Paper,Xerox 1893,40.99,1,0
5654,11/4/2014,Tiffany House,Corporate,California,Office Supplies,Art,Newell 343,2.94,1,0
5655,12/18/2016,Adrian Hane,Home Office,Oregon,Office Supplies,Binders,Vinyl Sectional Post Binders,45.24,4,0.7
5656,12/18/2016,Adrian Hane,Home Office,Oregon,Office Supplies,Art,Newell 312,18.688,4,0.2
5657,12/18/2016,Adrian Hane,Home Office,Oregon,Office Supplies,Paper,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,11.648,2,0.2
5658,12/18/2016,Adrian Hane,Home Office,Oregon,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,0.2
5659,12/18/2016,Adrian Hane,Home Office,Oregon,Furniture,Tables,Iceberg OfficeWorks 42" Round Tables,377.45,5,0.5
5660,12/18/2016,Adrian Hane,Home Office,Oregon,Office Supplies,Labels,Avery White Multi-Purpose Labels,15.936,4,0.2
5661,12/18/2016,Adrian Hane,Home Office,Oregon,Technology,Phones,Macally Suction Cup Mount,28.68,3,0.2
5662,9/24/2016,Craig Leslie,Home Office,Colorado,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2,0.2
5663,9/24/2016,Craig Leslie,Home Office,Colorado,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,511.056,9,0.2
5664,7/21/2016,Jason Gross,Corporate,Ohio,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,0.2
5665,7/21/2016,Jason Gross,Corporate,Ohio,Office Supplies,Binders,Wilson Jones 1" Hanging DublLock Ring Binders,11.088,7,0.7
5666,7/21/2016,Jason Gross,Corporate,Ohio,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,1,0.2
5667,7/21/2016,Jason Gross,Corporate,Ohio,Office Supplies,Storage,Fellowes Mobile File Cart, Black,99.488,2,0.2
5668,6/11/2016,Sanjit Engle,Consumer,Washington,Office Supplies,Labels,Avery 486,14.62,2,0
5669,6/11/2016,Sanjit Engle,Consumer,Washington,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,0.2
5670,6/11/2016,Sanjit Engle,Consumer,Washington,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0
5671,6/9/2015,Trudy Glocke,Consumer,Idaho,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,0
5672,6/9/2015,Trudy Glocke,Consumer,Idaho,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2
5673,10/27/2017,Sally Hughsby,Corporate,Texas,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,15.84,2,0.2
5674,10/27/2017,Sally Hughsby,Corporate,Texas,Office Supplies,Paper,Xerox 1972,8.448,2,0.2
5675,1/22/2016,Marc Crier,Consumer,Washington,Office Supplies,Paper,Xerox 218,12.96,2,0
5676,5/28/2014,Patrick Jones,Corporate,Washington,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.408,6,0.2
5677,5/28/2014,Patrick Jones,Corporate,Washington,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,27.6,4,0
5678,12/29/2014,Zuschuss Carroll,Consumer,Illinois,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976,3,0.6
5679,7/28/2016,Steve Carroll,Home Office,Michigan,Office Supplies,Fasteners,Staples,20.44,7,0
5680,7/28/2016,Steve Carroll,Home Office,Michigan,Office Supplies,Paper,Xerox 1889,109.92,2,0
5681,9/24/2016,Benjamin Patterson,Consumer,Oklahoma,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,6.38,1,0
5682,9/24/2016,Benjamin Patterson,Consumer,Oklahoma,Office Supplies,Paper,Xerox 232,6.48,1,0
5683,4/2/2014,Rob Dowd,Consumer,Georgia,Office Supplies,Paper,Xerox 1990,15.84,3,0
5684,4/2/2014,Rob Dowd,Consumer,Georgia,Technology,Phones,Motorola Droid Maxx,1049.93,7,0
5685,4/2/2014,Rob Dowd,Consumer,Georgia,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0
5686,11/5/2015,Ken Lonsdale,Consumer,Washington,Office Supplies,Binders,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,98.352,3,0.2
5687,7/28/2014,Chloris Kastensmidt,Consumer,Florida,Office Supplies,Fasteners,OIC Colored Binder Clips, Assorted Sizes,14.32,5,0.2
5688,7/28/2014,Chloris Kastensmidt,Consumer,Florida,Furniture,Furnishings,DataProducts Ampli Magnifier Task Lamp, Black,,129.888,6,0.2
5689,7/28/2014,Chloris Kastensmidt,Consumer,Florida,Office Supplies,Envelopes,#10- 4 1/8" x 9 1/2" Recycled Envelopes,48.944,7,0.2
5690,12/26/2015,Roger Barcio,Home Office,Texas,Furniture,Chairs,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum,275.058,3,0.3
5691,12/10/2015,Kalyca Meade,Corporate,Maryland,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,27.36,9,0
5692,12/10/2015,Kalyca Meade,Corporate,Maryland,Office Supplies,Paper,Recycled Desk Saver Line "While You Were Out" Book, 5 1/2" X 4",44.75,5,0
5693,12/10/2015,Kalyca Meade,Corporate,Maryland,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,134.99,1,0
5694,12/10/2015,Kalyca Meade,Corporate,Maryland,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5,0
5695,12/10/2015,Kalyca Meade,Corporate,Maryland,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,3,0
5696,5/5/2016,Amy Hunt,Consumer,California,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2
5697,10/14/2017,Anthony Garverick,Home Office,Illinois,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements, 9/16" Spine, Black,27.396,9,0.8
5698,10/14/2017,Anthony Garverick,Home Office,Illinois,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456,1,0.8
5699,11/5/2016,Evan Bailliet,Consumer,Texas,Office Supplies,Labels,Avery 490,11.84,1,0.2
5700,11/3/2017,Paul Gonzalez,Consumer,California,Office Supplies,Paper,Xerox 1992,35.88,6,0
5701,11/24/2016,Cathy Armstrong,Home Office,Ohio,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,3,0.2
5702,11/24/2016,Cathy Armstrong,Home Office,Ohio,Technology,Accessories,V7 USB Numeric Keypad,139.96,5,0.2
5703,12/14/2014,Sung Shariari,Consumer,Ohio,Office Supplies,Art,Newell 35,2.624,1,0.2
5704,12/14/2014,Sung Shariari,Consumer,Ohio,Furniture,Tables,Hon Rectangular Conference Tables,136.53,1,0.4
5705,12/14/2014,Sung Shariari,Consumer,Ohio,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,1,0.2
5706,11/3/2014,Resi Pölking,Consumer,Connecticut,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,3,0
5707,9/22/2017,Shaun Chance,Corporate,New York,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,3,0.2
5708,5/8/2015,Natalie Webber,Consumer,New York,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0
5709,5/8/2015,Natalie Webber,Consumer,New York,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0
5710,5/8/2015,Natalie Webber,Consumer,New York,Furniture,Chairs,Situations Contoured Folding Chairs, 4/Set,127.764,2,0.1
5711,5/8/2015,Natalie Webber,Consumer,New York,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,7,0.2
5712,5/8/2015,Natalie Webber,Consumer,New York,Office Supplies,Paper,Xerox 204,19.44,3,0
5713,7/31/2017,Katrina Willman,Consumer,Illinois,Technology,Phones,Motorola L804,36.792,1,0.2
5714,3/1/2014,Hallie Redmond,Home Office,New York,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,3,0
5715,9/25/2017,Arthur Gainer,Consumer,Virginia,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,5,0
5716,10/9/2015,Brian Moss,Corporate,Michigan,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0
5717,10/9/2015,Brian Moss,Corporate,Michigan,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,3,0
5718,10/9/2015,Brian Moss,Corporate,Michigan,Office Supplies,Envelopes,Staple envelope,57.96,7,0
5719,10/9/2015,Brian Moss,Corporate,Michigan,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,3,0.1
5720,3/29/2017,Roger Demir,Consumer,Indiana,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,0
5721,11/14/2015,Ken Black,Corporate,Oregon,Office Supplies,Fasteners,Advantus Push Pins,8.72,5,0.2
5722,11/14/2015,Ken Black,Corporate,Oregon,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,0.2
5723,11/14/2015,Ken Black,Corporate,Oregon,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,4,0.2
5724,9/26/2016,Dorothy Wardle,Corporate,California,Office Supplies,Paper,Xerox 1905,12.96,2,0
5725,9/22/2014,Vivek Grady,Corporate,Illinois,Office Supplies,Storage,SAFCO Commercial Wire Shelving, Black,331.536,3,0.2
5726,9/25/2015,Dan Reichenbach,Corporate,New York,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,9,0
5727,5/4/2015,Anna Häberlin,Corporate,Texas,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,7,0.2
5728,12/8/2017,Jeremy Pistek,Consumer,Wisconsin,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,3,0
5729,12/8/2017,Jeremy Pistek,Consumer,Wisconsin,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,3,0
5730,12/8/2017,Jeremy Pistek,Consumer,Wisconsin,Office Supplies,Labels,Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White,61.06,2,0
5731,12/8/2017,Jeremy Pistek,Consumer,Wisconsin,Furniture,Bookcases,Sauder Camden County Collection Libraries, Planked Cherry Finish,459.92,4,0
5732,12/8/2017,Jeremy Pistek,Consumer,Wisconsin,Office Supplies,Paper,Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”,27.52,4,0
5733,6/29/2017,Dan Reichenbach,Corporate,Connecticut,Furniture,Bookcases,Hon Metal Bookcases, Putty,638.82,9,0
5734,6/29/2017,Dan Reichenbach,Corporate,Connecticut,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,3,0
5735,6/29/2017,Dan Reichenbach,Corporate,Connecticut,Furniture,Furnishings,DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7,25.16,2,0
5736,6/29/2014,Jim Karlsson,Consumer,New York,Office Supplies,Binders,Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear,13.92,3,0.2
5737,1/20/2014,Mark Van Huff,Consumer,California,Office Supplies,Paper,Wirebound Service Call Books, 5 1/2" x 4",19.36,2,0
5738,1/20/2014,Mark Van Huff,Consumer,California,Furniture,Furnishings,Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak,19.3,2,0
5739,12/31/2016,Becky Pak,Consumer,California,Office Supplies,Binders,GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2" x 11",38.376,3,0.2
5740,3/28/2017,Dave Hallsten,Corporate,California,Office Supplies,Paper,Xerox 1975,12.96,2,0
5741,3/28/2017,Dave Hallsten,Corporate,California,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0
5742,3/28/2017,Dave Hallsten,Corporate,California,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,0.2
5743,3/28/2017,Dave Hallsten,Corporate,California,Office Supplies,Paper,Xerox 1968,26.72,4,0
